Facilityid,Sitenumber,Facilityname,Facilityaddress1,Facilityaddress2,Facilitycity,Facilityzip,Facilitycounty,Casemanager,Section,Casedescription,Cause,Discoverydate,Currentstatus,Productreleased,Company,Ownercontact,Caccontact,Contacttitle,Caccompany,Howdiscovered
8240132,2,Corner Express,1235 Highway 57,,Piperton,38017,Fayette,Heidi LaMountain,FO,,,,1a Completed Tank Closure,,,,,,,
8240133,1,SHELL TRAVEL CENTER,7720 Highway 222,,Stanton,38069,Fayette,Cindy Patton,FO,See case # 8-240066,,,8 Case Closed,,OTHMAN AL-JAFARI ENTERPRISE INC., ,,,,
8240133,2,Pilot Travel Center #149,7720 Highway 222,,Stanton,38069,Fayette,Jarrod Slaughter ,FO,Fund covered site,,NOV-19-2013,8 Case Closed,,,,,,,8 Other
8240133,3,Pilot Travel Center no.149,7720 Highway 222,,Stanton,38069,Fayette,Matthew Kyle Moore,FO,Premium Gasoline Line Will Not Hold Pressure,Mechanical Failure,APR-08-2019,8 Case Closed,Gasoline,,,Keith  Yarrow,,"ATC Group Services, LLC",6 Tightness Test
8240133,4,Pilot Travel Center no.149,7720 Highway 222,,Stanton,38069-5644,Fayette,Karim Bouzeid,FO,Diesel line slow flow. Possible release,,,0a Suspected Release - Closed,"Diesel, Jet Fuel, Kerosene",,,,,,2 Release Detection
8240136,1,"Mr. Allen Yancey,  (Former Texaco), currently Pro-",16555 Highway 64,,Somerville,38068,Fayette,Geina Skinner,TECH,Case managed under 8-249002,,FEB-19-2009,8 Case Closed,,Mr. Allen Yancey, , ,,"CMD Associates, Inc.",
8240138,1,Russells Grocery,20470 Highway 196,,Arlington,38002,Fayette,Jessica Carnes,LT,Unregistered substandard tanks,,JUN-19-2014,8 Case Closed,Gasoline,,,David Schmidt,,"Pangean-CMD Associates, Inc.",1 At Closure
8249002,1,HWY 64 WEST - SOMERVILLE PROJECT,Highway 64 West (West Fayette Street),,Somerville,,Fayette,Dave Schmidt,LT - SL,,,MAY-10-2005,6 Corrective Action,Gasoline,,,Kevin O'Toole,," ATC Group Services,LLC dba Atlas Technical",3 On-Site Impact
8350004,1,YOUNGS GRO,639 N MAIN ST,,Bolivar,38008,Hardeman,LEC,FO,,,,1a Completed Tank Closure,,MFA PETROLEUM COMPANY, ,,,,
8350007,1,Ballard's Grocery,12095 Highway 100,,Toone,38381,Hardeman,Stephen Powlus,LT - SL,,,,1a Completed Tank Closure,,,,Dave Schmidt,Mr.,ATC Group Services,
8350008,1,Anderson Grocery,7415 TN-318,,Toone,38381,Hardeman,Samantha Jollay,TECH,,,,13 Abandoned Facility Project,,,, ,,"ATC Group Services, LLC dba Atlas Technical",
8350009,1,BOLIVAR ELEC,815 TN ST,,Bolivar,38008,Hardeman,LEC,FO,,7 Unknown,SEP-14-1992,8 Case Closed,,BOLIVAR ELEC, ,,,,
8350009,2,BOLIVAR ELEC,815 TN ST,,Bolivar,38008,Hardeman,Robert Strong,FO,,7 Unknown,MAY-03-1999,8 Case Closed,,BOLIVAR ELEC, ,,,,1 At Closure
8350011,1,BOLIVAR AMOCO,320 MARKET ST,,Bolivar,38008,Hardeman,Geina Skinner,LT - SL,,8 Other,JAN-08-1999,8 Case Closed,,PAUL FISHER OIL CO, ,,,,2 Release Detection
8350015,1,CITCO STA,218 Main St.,,Whiteville,38075,Hardeman,George Cassidy,FO,tank closure,,,1a Completed Tank Closure,,MFA OIL COMPANY, ,,,,
8350017,1,CITY B P,704 West Market,,Bolivar,38008,Hardeman,Robert Strong,FO,,,,1a Completed Tank Closure,,WILLOUGHBY OIL CO., ,,,,
8350020,1,D H GROCERY,Highway 125 S,,Bolivar,38008,Hardeman,Alan Dodge,FO,,,,1a Completed Tank Closure,,SASSER OIL CO, ,Roger Paulson,,"SEMS, Inc.",
8350021,1,MAPCO EXPRESS 3010,817 MARKET,,Bolivar,38008,Hardeman,Ronda Johnson,FO,Meduim priority 6/17/03,7 Unknown,APR-28-1992,8 Case Closed,,MAPCO PETROLEUM INC, , ,,"SEMS, Inc.",7 Environmental Audit
8350021,2,MAPCO EXPRESS 3010,817 MARKET,,Bolivar,38008,Hardeman,Ronda Johnson,FO,,7 Unknown,OCT-28-1996,8 Case Closed,,MAPCO PETROLEUM INC, , ,,"ATEC Associates, Inc.",8 Other
8350022,1,Former Delta Express #3011,HWY 57  HWY 125,,Middleton,38052,Hardeman,Alan Dodge,FO,Case Prioritization score = 267 10/2/12,7 Unknown,DEC-05-1989,8 Case Closed,,WILLIAMS EXPRESS INC.,Dan Reutlinger,James McCabe,,"SEMS, Inc.",7 Environmental Audit
8350022,2,BULL MARKET #21,HWY 57  HWY 125,,Middleton,38052,Hardeman,LEC,FO,,7 Unknown,SEP-17-1997,8 Case Closed,,BULL MARKET INC, ,,,,2 Release Detection
8350022,3,BULL MARKET #21(FORMER MAPCO #3011),HWY 57  HWY 125,,Middleton,38052,Hardeman,Ronda Johnson,FO,Med. Priority 6/17/03  See case 1,3 Human Error,FEB-24-1998,8 Case Closed,,"Mapco Petroleum, Inc.", , ,,"ATEC Associates, Inc.",8 Other
8350022,4,Bull Market #21,101 West Tennessee St.,,Middleton,38052,Hardeman,Rick Huchison,FO,drip under Kerosene dispenser,,MAY-27-2022,8 Case Closed,"Gasoline, Diesel, Jet Fuel, Kerosene",,,Shawn Pool,Ms.,"SCS Environmental Group, LLC",3 On-Site Impact
8350022,5,Bull Market Inc,101 West Tennessee St.,,Middleton,38052,Hardeman,Rick Huchison,FO,"Issues identified with southern RUL stp sump, gasoline lines and dispenser 1-2 during CI",,JUN-19-2023,3 Release Investigation,,"Adam Alabdi Holdings, LLC",Adam Alabdi, ,,"SEMS, Inc.",
8350026,1,EMERSONS EXXON,433 E MARKET ST,,Bolivar,38008,Hardeman,Margaret Overstreet,FO,,,,1a Completed Tank Closure,,SASSER OIL CO, ,,,,
8350034,1,Geyer's Corner Grocery,Highway 64 East,,Bolivar,38008,Hardeman,Samantha Jollay,TECH,03/07/24 AFP memo,,,13 Abandoned Facility Project,,,, ,,"ATC Group Services, LLC dba Atlas Technical",
8350039,1,HATCH SER STA,141 Main St.,,Whiteville,38075,Hardeman,April Cook,FO,,,,1a Completed Tank Closure,,MFA OIL COMPANY, ,,,,
8350045,1,Hickory Valley Grocery,7380 Highway 18 South,,Hickory Valley,38042,Hardeman,Matthew Kyle Moore,FO,Dispenser and Line replacement ,,,1d Completed Line Closure,,,,,,,
8350048,1,DONNIE SPENCE,DBA JACOBS GROCERY,,Hornsby,38044,Hardeman,Robert Strong,FO,,,,8 Case Closed,,DONNIE SPENCE, ,,,,
8350050,1,"KILGORE FLARES COMPANY, L.L.C.",155 Kiilgore Drive,,Toone,38381,Hardeman,Robert Strong,FO,EPH over limit tank pit,7 Unknown,OCT-11-2007,1a Completed Tank Closure,,"CHG FLARES, INC./KILGORE FLARES ", ,,,,1 At Closure
8350056,1,MAYFIELD GROCERY,Highway 125,,Bolivar,38008,Hardeman,April Cook,FO,Closure app expired,,AUG-11-2010,1b Closure Application Expired,,WILLOUGHBY OIL CO., ,,,,
8350056,2,MAYFIELD GROCERY,Highway 125,,Bolivar,38008,Hardeman,Alan Dodge,FO,tank closure,,JAN-11-2013,1a Completed Tank Closure,,,,,,,
8350058,1,Middleton Quick Stop,113 Tennessee Ave E,,Middleton,38052-3701,Hardeman,Susan Watts,FO,Tank and Line Closure (Removal),,,1b Closure Application Expired,,,,Tommy  Moring,,Moring Environmental ,
8350058,2,Middleton Quick Stop,113 Tennessee Ave E,,Middleton,38052-3701,Hardeman,Rick Huchison,FO,petroleum vapors in the sanitary sewer system,Unknown,JUL-27-2023,6 Corrective Action,"Gasoline, Diesel, Jet Fuel, Kerosene",,Ahmed  Al-Abdi, ,,"SEMS, Inc.",4 Off-Site Impact
8350059,1,MIDTOWN EXXON,605 West Market St.,,Bolivar,38008,Hardeman,Brian Kubicki,FO,,,,8 Case Closed,,SASSER OIL CO, ,,,,
8350061,1,KORNER SHOP ALL,HWY 18 N,,Bolivar,38008,Hardeman,Robert Strong,FO,tank closure,,,1a Completed Tank Closure,,MFA PETROLEUM COMPANY, ,,,,
8350062,1,MORRIS GROCERY,100 By-Pass,,Whiteville,38075,Hardeman,George Cassidy,FO,tank closure,,,1a Completed Tank Closure,,MFA OIL COMPANY, ,,,,
8350064,1,RIXIE'S B P,"114 South Main St.
Highway 125 ",,Middleton,38052,Hardeman,George Cassidy,FO,tank closure,,,1a Completed Tank Closure,,WILLOUGHBY OIL CO., ,,,,
8350068,1,BISHOP'S GROCERY,10566 Old Highway 64 West,,Bolivar,38008,Hardeman,Susan Watts,LT,,,,1a Completed Tank Closure,,BISHOP'S GROCERY, ,,,,
8350069,1,DOT,HWY 70,,Camden,38320,Hardeman,Robert Strong,FO,,7 Unknown,JUN-25-1999,8 Case Closed,,"TENN DOT., ATTN: ALAN PINSON", , ,,"ATC Associates, Inc.",1 At Closure
8350069,2,C AND G GROCERY,203 Highway 100,,Whiteville,38075,Hardeman,April Cook,FO,,,,1a Completed Tank Closure,,MFA OIL COMPANY, ,,,,
8350070,1,THREE WAY GROCERY,RT 2 HWY 64 E,,Bolivar,38008,Hardeman,LEC,FO,,5 Pipe Failure,MAR-08-1995,8 Case Closed,,PIONEER OIL CO, , ,,"E. F. Williams & Associates, Inc.",3 On-site Impact
8350072,1,POWER'S GROCERY,75 Eighteen Loop,,Toone,38381,Hardeman,Ronda Johnson,FO,,7 Unknown,DEC-04-2006,8 Case Closed,,VAUGHAN OIL CO, ,,,,8 Other
8350072,2,Power's Grocery,745 Eighteen Loop,,Toone,38381,Hardeman,Susan Watts,FO,,,,1a Completed Tank Closure,,,,,,,
8350073,1,Q-Mart LLC,629 West Market St.,,Bolivar,38008,Hardeman,Alan Dodge,FO,line and dispenser closure,,,1d Completed Line Closure,,,Rassam  Salah,,,,
8350074,1,REDFEARN GROCERY,80 Main St.,,Saulsbury,38067,Hardeman,Robert Strong,FO,,,,1a Completed Tank Closure,,GRACE BYNUM, ,Roger Paulson,,"SEMS, Inc.",
8350089,1,Tennysons One Stop,7940 Highway 18 South,,Hickory Valley,38042,Hardeman,Susan Watts,FO,,,,1b Closure Application Expired,,,,,,,
8350090,1,Tennysons Quick Stop,701 Tennessee St.,,Bolivar,38008,Hardeman,Alan Dodge,FO,,,,1a Completed Tank Closure,,,,,,,
8350091,1,TOONE CITGO,Highway 100,,Toone,38381,Hardeman,April Cook,FO,Application expired. Case closed.,,,1b Closure Application Expired,,MFA OIL COMPANY, ,,,,
8350091,2,TOONE CITGO,Highway 100,,Toone,38381,Hardeman,Brian Kubicki,FO,,,,1a Completed Tank Closure,,Willoughby Inc.,David Lucius,,,,
8350092,1,Websters Sporting Goods,15055 Highway 64,,Bolivar,38008,Hardeman,Robert Strong,FO,tank closure in place,,,1b Closure Application Expired,,,,,,,
8350092,2,Websters Sporting Goods,15055 Highway 64,,Bolivar,38008,Hardeman,Robert Rowsey,FO,closure required per compliance inspection,,JUL-03-2017,1a Completed Tank Closure,,,,,,,
8350098,1,WHITEHURST EXXON,415 Main Street,,Hornsby,38044,Hardeman,Robert Strong,FO,,,,8 Case Closed,,BAKER AND BAKER OIL CO, ,Roger Paulson,,"SEMS, Inc.",
8350101,1,TDOT (Former 76 Quick Stop),HWY 100,,Whiteville,39075,Hardeman,Margaret Overstreet,FO,case closed,7 Unknown,OCT-21-1997,8 Case Closed,,VAUGHAN OIL CO, ,,,,1 At Closure
8350102,1,McKee's Stateline,15 Highway 125 South,,Middleton,38052,Hardeman,Margaret Greene,FO,,,,1b Closure Application Expired,,,,,,,
8350104,1,MOLTAN CO,145 TN 125,,Middleton,38052,Hardeman,Alan Dodge,FO,,,,1a Completed Tank Closure,,MOLTAN COMPANY, ,Roger Paulson,,"SEMS, Inc.",
8350106,1,J AND H MARKET AND BAIT SHOP(millenium Mkt.),518 West Market St.,,Bolivar,38008,Hardeman,Robert Strong,FO,Line closure only,,,1a Completed Tank Closure,,O.E.HARRIS JR. AND R. DAVIS AND , ,,,,
8350106,2,Millenium Market,518 West Market St.,,Bolivar,38008,Hardeman,Margaret Greene,FO,,,,0 Suspected Release - RD records,,,,,,,
8350107,1,Bull Market  No. 2,1505 West Market St.,,Bolivar,38008,Hardeman,Margaret Greene,FO,,,MAY-16-2023,3 Release Investigation,Gasoline,,,Brian Cobb,,"Cobb Environmental & Technocal Services, Inc.",6 Tightness Test
8350108,1,YOPP'S PIT STOP,P O Box 217,,Middleton,38052,Hardeman,Susan Watts,TECH,,,,8 Case Closed,,E L GARNER, ,Roger Paulson,,"SEMS, Inc.",
8350109,1,"Yopps C Store, LLC",102 Tennessee Avenue ,,Middleton,38052,Hardeman,Alan Dodge,FO,,,OCT-17-2018,0a Suspected Release - Closed,Gasoline,,,Tommy Moring,Mr.,Moring Environmental Ser. LLC,4 Off-Site Impact
8350109,2,Jay Nand LLC dba Yopp's Food Mart,102 Tennessee Ave W,,Middleton,38052-3800,Hardeman,Geina Skinner,FO,Petroleum vapors in sewer system,Unknown,JUL-18-2023,6 Corrective Action,Gasoline,Jay Nand dba Yopp's Food Mart, ,Tommy Moring,,Moring Environmental Services,4 Off-Site Impact
8390011,1,CENTER HILL GRO,3690 HWY 22 SOUTH,,Lexington,38351,Henderson,Robert Strong,FO,,,,1a Completed Tank Closure,,GEORGE POLLOCK, ,,,,
8350113,1,Pleasant Run Grocery,1810 Mecklinburg Drive,,Bolivar,38008,Hardeman,Susan Watts,LT/ENF,,,MAR-30-2017,8 Case Closed,Gasoline,,,Dave Schmidt,Mr.,ATC Group Services LLC,1 At Closure
8350117,1,HARDEMAN CO AMBULANCE SER,735 Naylor St.,,Bolivar,38008,Hardeman,George Cassidy,FO,leak under dispenser,5 Pipe Failure,APR-20-2005,8 Case Closed,,HARDEMAN COUNTY EXECUTIVE OFFICE, ,,,,8 Other
8350117,2,Hardeman County Ambulance Service ,735 Naylor St.,,Bolivar,38008,Hardeman,Matthew Kyle Moore,FO,complete system closure,,,1a Completed Tank Closure,,,,,,,
8350118,1,HARDEMAN CO SHERIFF DEPT,315 East Market St.,,Bolivar,38008,Hardeman,April Cook,FO,,,,1a Completed Tank Closure,,HARDEMAN COUNTY SHERIFF'S DEPT, ,,,,
8350125,1,SHARECROPPER GROCERY,23180 Highway 64,,Hornsby,38044,Hardeman,April Cook,FO,,,MAY-25-2007,8 Case Closed,,SHARECROPPER GRO/CAROL DOYLE, ,,,,
8350125,2,SHARECROPPERS GROCERY,23180 Highway 64,,Hornsby,38044,Hardeman,Alan Dodge,FO,,,DEC-04-2012,1a Completed Tank Closure,,,,,,,
8350131,1,WARNER A ROSS,23495 HWY 125 N.,,Toone,38381,Hardeman,Robert Strong,FO,,,,1a Completed Tank Closure,,WARNER A ROSS, ,,,,
8350135,1,Allen's Pit Stop,102 Main Street,,Saulsbury,38067,Hardeman,Stephen Powlus,LT - SL,tanks found with GPR,,,1a Completed Tank Closure,,,,Dave Schmidt,Mr.,Pangean-CMD,
8350139,1,TOWN OF WHITEVILLE,151 MAIN STREET,,Whiteville,38075,Hardeman,Robert Strong,FO,,7 Unknown,JUL-30-1996,8 Case Closed,,TOWN OF WHITEVILLE, , ,,"E. F. Williams & Associates, Inc.",2 Release Detection
8350145,1,MFA OIL CO,242 MAPLE STREET,,Whiteville,38075,Hardeman,Robert Strong,FO,,,,1a Completed Tank Closure,,MFA OIL COMPANY, ,,,,
8350150,1,Nelms Chevrolet,400 South Main Street,,Bolivar,38008,Hardeman,LEC,FO,,,,1a Completed Tank Closure,,Richard Nelms, ,,,,
8350153,1,"AK  Food Mart, Inc.",2645 Highway 64,,Whiteville,38075,Hardeman,Robert Rowsey,FO,T3 premium ATG fail ,,APR-07-2017,0a Suspected Release - Closed,,,,,,,2 Release Detection
8350154,1,Yopp's C-Store,136 East Tennessee Avenue,,Middleton,38052,Hardeman,Alan Dodge,FO,tank and line closure,,,1a Completed Tank Closure,,,,,,,
8350155,1,White's Service Center,670 Main St. North,,Bolivar,38008,Hardeman,Susan Watts,FO,,,,1d Completed Line Closure,,,,David  Hayes ,,Hayes and Son ,
8350157,1,Vickers Property,885 Sandy Springs Lane,,Middleton,38052,Hardeman,Robert Strong,FO,tank closure,,,1a Completed Tank Closure,,,,,,,
8359004,1,Kirk Property,1240 Essary Springs Road,,Pocahontas,38061,Hardeman,,FO,,,,9 Other,,,,,,,7 Environmental Audit
8360001,1,AIRPORT MARKET,HIGHWAY 69 S,,Savannah,38372,Hardin,Robert Strong,FO,SIR failure,7 Unknown,JUL-07-2000,8 Case Closed,,WILLOUGHBY OIL CO., ,,,,2 Release Detection
8360001,2,AIRPORT MARKET,HIGHWAY 69 S,,Savannah,38372,Hardin,Robert Strong,FO,SIR failure,7 Unknown,OCT-10-2000,8 Case Closed,,WILLOUGHBY OIL CO., ,,,,2 Release Detection
8360001,3,AIRPORT MARKET,HIGHWAY 69 S,,Savannah,38372,Hardin,Robert Strong,FO,SIR failure,7 Unknown,DEC-07-2000,8 Case Closed,,WILLOUGHBY OIL CO., ,,,,2 Release Detection
8360005,1,B-Quick,6360 Highway 57,,Counce,38326,Hardin,Jessica Carnes,LT,,7 Unknown,MAY-14-2007,8 Case Closed,Gasoline,Jeff Ward, ,Dave Schmidt,,Pangean-CMD Associates,4 Off-Site Impact
8360005,2,57 Food Mart,6360 Highway 57,,Counce,38326,Hardin,Rhonda Key,ENF,,,JUN-28-2017,8 Case Closed,Unknown,,,,,,3 On-Site Impact
8360005,3,Maruti Food Mart  LLC dba 57 Food Mart,6360 Highway 57,,Counce,38326,Hardin,Susan Watts,ENF,Release investigation. Failed LTT & FP in MW,,MAR-29-2018,6 Corrective Action,Gasoline,,,,,,6 Tightness Test
8360005,4,Maruti Food Mart  LLC dba 57 Food Mart (L),6360 Highway 57,,Counce,38326,Hardin,Alan Dodge,FO,Line Closure,,JUL-07-2018,1d Completed Line Closure,,,,,,,
8360006,1,Neil's Country Store,65 School Dr,Route 5 Pinhook Road,Savannah,38372-8332,Hardin,Margaret Greene,FO,,,,1 Tank Closure,,,,Mark Harper,, Compliance Engineering Company of the South LLC,
8360007,1,THE PICKWICK STORE,RT 1 HWY 57,,Counce,38326,Hardin,LEC,FO,,7 Unknown,MAR-20-1998,8 Case Closed,,"RHEA OIL CO., INC.", ,,,,2 Release Detection
8360007,2,THE PICKWICK STORE,RT 1 HWY 57,,Counce,38326,Hardin,Robert Strong,FO,SIR failure,7 Unknown,MAY-07-2003,8 Case Closed,,WILLOUGHBY OIL CO., ,,,,2 Release Detection
8360007,3,THE PICKWICK STORE,Rt.1 Highway 57,,Counce,38326,Hardin,Brian Kubicki,FO,,7 Unknown,MAY-14-2007,8 Case Closed,,,,,,,4 Off-site Impact
8360010,1,Carrolls Market,Florence Road,,Savannah,38372,Hardin,Iris Bradley,TECH,03/07/24 AFP memo,,,13 Abandoned Facility Project,,,, ,,"ATC Group Services, LLC dba Atlas Technical",
8360011,1,CEDAR PANTRY,"HWY 69
811 FLORENCE RD",,Savannah,38372,Hardin,Robert Strong,FO,SIR failure,7 Unknown,JAN-08-2001,8 Case Closed,,"WILLOUGHBY, INC.", ,,,,2 Release Detection
8360013,1,CITY OF SAVANNAH,802 SHELL ST,,Savannah,38372,Hardin,Robert Strong,FO,,7 Unknown,APR-27-1998,1a Completed Tank Closure,,CITY OF SAVANNAH, ,,,,1 At Closure
8360014,1,COUNTY LINE EXXON,RT 2,,Michie,38357,Hardin,Margaret Overstreet,FO,closure-under order,7 Unknown,MAR-07-2001,8 Case Closed,,TOMMY GREER % COUNTY LINE EXXON, ,,,,1 At Closure
8360015,1,"JAY AND SAM, INC.",703 Pickwick Road,,Savannah,38372,Hardin,April Cook,FO,line closure,,,1a Completed Tank Closure,,"JAY AND SAM, INC.", ,,,,
8360016,1,RONNIE SMITH INC,2425 WAYNE ST,,Savannah,38372,Hardin,LEC,FO,,,,1a Completed Tank Closure,,RONNIE SMITH INC, ,,,,
8360018,1,Pickwick Super Market,11208 Highway 57 South,,Counce,38326,Hardin,Alan Dodge,FO,,,JAN-04-2021,0a Suspected Release - Closed,,,,,,,6 Tightness Test
8360019,1,GILLIS MILLS GRO,RT 5,,Savannah,38372,Hardin,LEC,FO,,7 Unknown,SEP-08-1997,8 Case Closed,,KENNETH ABRAMS, ,,,,1 At Closure
8360020,1,Grady Yeiser Tire,1801 Wayne Rd,,Savannah,38372,Hardin,Samantha Jollay,TECH,03/07/24 AFP memo,,,13 Abandoned Facility Project,,,, ,,"ATC Group Service, LLC dba Atlas Technical",
8360022,1,HANDY CORNERS,7235 HWY69 NORTH,,Saltillo,38370,Hardin,Robert Strong,FO,closure,,,1a Completed Tank Closure,,TOMMY AND TAMARA GOOSLIN, ,,,,
8360022,2,Handy Corners,7235 Highway 69 North,,Saltillo,38370,Hardin,Susan Watts,LT - SL,,,,1 Tank Closure,,,,Jewel Cox,,ATC Group Services LLC dba Atlas Technical,
8360025,1,HARDIN COUNTY SHERIFFS DEPT.,511 Water St.,,Savannah,38372,Hardin,Robert Strong,FO,clean tank closure,,,1a Completed Tank Closure,,HARDIN COUNTY SHERIFFS DEPT., ,,,,
8360026,1,HARDIN FARMERS COOP,2616 WAYNE RD,,Savannah,38372,Hardin,LEC,FO,,7 Unknown,JUL-03-1997,8 Case Closed,,HARDIN FARMERS COOP, ,,,,1 At Closure
8360026,2,HARDIN FARMERS COOP,2616 WAYNE RD,,Savannah,38372,Hardin,Robert Strong,FO,,6 Mechanical Failure,JUN-04-2002,8 Case Closed,,HARDIN FARMERS COOP, ,,,,8 Other
8360026,3,Hardin Farmers Coop,2616 Wayne Road,,Savannah,38372,Hardin,Robert Strong,FO,line closure only,,,1d Completed Line Closure,,,,,,,
8360027,1,HARMON & LINAM,9795 ST RT 128,,Savannah,38372,Hardin,Margaret Overstreet,FO,tank closure,,,1a Completed Tank Closure,,EDDIE LINAM, ,,,,
8360033,1,J M Market,Pickwick Road,,Savannah,38372,Hardin,Iris Bradley,TECH,03/07/24 AFP memo,,,13 Abandoned Facility Project,,,, ,,"ATC Group Services, LLC dba Atlas Technical",
8360037,1,MILAN EXPRESS CO,619 HUBBARD RD,,Savannah,38372,Hardin,LEC,FO,,7 Unknown,MAR-18-1998,8 Case Closed,,MILAN EXPRESS CO INC, , ,,"TVG Environmental, Inc.",1 At Closure
8360047,1,QUICK MART 22,1820 WAYNE RD,,Savannah,38372,Hardin,LEC,FO,,7 Unknown,JAN-10-1995,8 Case Closed,,EDWARDS OIL CO, ,,,,1 At Closure
8360047,2,QUICK MART #22,1820 Wayne Road,,Savannah,38372,Hardin,,FO,line and dispenser closure only,,,1d Completed Line Closure,,,,,,,
8360047,3,Quick Mart no. 22,815 Wayne Road,,Savannah,38372,Hardin,Samantha Jollay,FO,,,,1d Completed Line Closure,,,,,,,
8360048,1,RACETRAC #859,HWY 64 &22,,Crump,38327,Hardin,Robert Strong,FO,,,,1a Completed Tank Closure,,RACETRAC PETROLEUM INC, ,,,,
8360051,1,RAY AND SANDY'S BIG STAR,Highway 57 West,,Counce,38326,Hardin,Ronda Johnson,FO,,7 Unknown,MAY-14-2007,8 Case Closed,,PAUL FISHER OIL CO, ,BRIAN KETCHUM,,ENVIRONMENTAL COMPLIANCE SERVICES INC,4 Off-Site Impact
8360051,2,Ray and Sandy's Big Star,6309 Highway 57 West,,Counce,38326,Hardin,Alan Dodge,FO,tank and line closure,,,1a Completed Tank Closure,,,,,,,
8360055,1,Savannah Amoco,1107 Wayne Road,,Savannah,38372,Hardin,Alan Dodge,FO,closure for lines and dispensers only,,JUL-01-2013,1a Completed Tank Closure,,,,,,,
8360059,1,SAVANNAH AMOCO # 2,BRIDGE AVE.,,Savannah,38372,Hardin,Robert Strong,FO,,,,1a Completed Tank Closure,,PAUL FISHER OIL CO, ,,,,
8360066,1,TED'S ONE STOP,R#4 BOX 205 A,,Savannah,38372,Hardin,LEC,FO,,7 Unknown,NOV-09-1994,8 Case Closed,,TED BAUGHMAN, ,,,,1 At Closure
8360070,1,3- WAY,HWY 57,,Counce,38326,Hardin,Ronda Johnson,FO,Medium priority 6/18/03,6 Mechanical Failure,MAY-07-2002,8 Case Closed,,DAN AND DONNA HENSON-3 WAY AMOCO, ,Roger Paulson,,"SEMS, Inc.",8 Other
8360070,2,3- WAY,2690 Hwy 57,,Counce,38326,Hardin,Carrie Ancell,LT,,7 Unknown,AUG-22-2008,8 Case Closed,,DAN AND DONNA HENSON-3 WAY AMOCO, ,,,,
8360071,1,3 Way Café,2730 Highway 57,,Counce,38326,Hardin,April Cook,FO,tank closure,,,1a Completed Tank Closure,,MFA OIL COMPANY, ,,,,
8360073,1,Tom Lillys Marine,Highway 57,,Counce,38326,Hardin,Samantha Jollay,TECH,03/07/24 AFP memo,,,13 Abandoned Facility Project,,,, ,,"ATC Group Services, LLC dba Atlas Technical",
8360078,1,WILLIS EXXON,47570 Highway 69 N,,Saltillo,38370,Hardin,Alan Dodge,FO,,,,1a Completed Tank Closure,,ROBINSON OIL CO, ,Roger Paulson,,"SEMS, Inc.",
8360079,1,WAYNE'S CASH GROCERY,RT 6,,Savannah,38372,Hardin,Margaret Overstreet,FO,,,,1a Completed Tank Closure,,WAYNE CASTEEL, ,,,,
8360081,1,DODGE'S STORE,"1701 WAYNE RD, E",,Savannah,38372,Hardin,LEC,FO,,6 Mechanical Failure,JUL-25-1996,8 Case Closed,,HENRY OIL CO, , ,,"E. F. Williams & Associates, Inc.",6 Tightness Testing
8360081,2,Dodge's Store #6608,1701 Wayne Road East,,Savannah,38372,Hardin,Alan Dodge,FO,,,,1a Completed Tank Closure,,HENRY OIL COMPANY,TIffany  Priest,Tommy Moring,,Moring Environmental,
8360082,1,HARDIN CO HWY DEPT,9920 Highway 128,,Savannah,38372,Hardin,Robert Strong,FO,"1 diesel and 1 gas tank, no trenches",,,1a Completed Tank Closure,,HARDIN CO HWY DEPT, ,,,,
8360083,1,Bud's Quick Pick,2765 Highway 64,,Crump,38327,Hardin,Samantha Jollay,LT,04/08/2020 AFP memo,,OCT-12-2023,3 Release Investigation,,,, ,,"ATC Group Services,LLC dba Atlas Technical ",1 At Closure
8360085,1,FUEL MART # 608,HWY 64 W,,Crump,38327,Hardin,Robert Strong,FO,,7 Unknown,JUN-20-1996,8 Case Closed,,PORTS PETROLEUM CO I, , ,,"E. F. Williams & Associates, Inc.",1 At Closure
8360087,1,CARLLUS ADKINS,910 MAIN ST,,Savannah,38372,Hardin,Robert Strong,FO,,7 Unknown,FEB-29-1996,8 Case Closed,,CARLLUS ADKINS, ,,,,1 At Closure
8360088,1,Former Rick's Quick Pick,128 Water Street,,Savannah,38372,Hardin,Alan Dodge,FO,,5 Pipe Failure,FEB-17-1999,8 Case Closed,,WILLOUGHBY OIL CO,David Willoughby,Hal  Tashie,Mr.,"Fisher Arnold, Inc.",2 Release Detection
8360088,2,RICK QUICK PICK,128 WATER ST.,,Savannah,38372,Hardin,Robert Strong,FO,SIR failure,7 Unknown,NOV-07-2000,8 Case Closed,,WILLOUGHBY OIL CO., ,,,,2 Release Detection
8360088,3,RICK QUICK PICK,128 WATER ST.,,Savannah,38372,Hardin,Robert Strong,FO,SIR Failure,7 Unknown,APR-05-2001,8 Case Closed,,WILLOUGHBY OIL CO., ,,,,2 Release Detection
8360088,4,RICK QUICK PICK,128 WATER ST.,,Savannah,38372,Hardin,Robert Strong,FO,SIR Failure,7 Unknown,SEP-10-2001,8 Case Closed,,WILLOUGHBY OIL CO., ,,,,2 Release Detection
8360088,5,RICK QUICK PICK,128 Water St.,,Savannah,38372,Hardin,April Cook,FO,tank closure,,,8 Case Closed,,,,,,,
