FACILITYID,FacilityName,OwnerType,FacilityType1,FacilityType2,FacilityAddress1,FacilityAddress2,FacilityCity,FacilityCounty,FacilityZipCode,FacilityState,FacilityEPARegion,FacilityTribalSite,FacilityTribe,FacilityLatitude,FacilityLongitude,FacilityCoordinateSource,FacilityOwnerCompanyName,FacilityOperatorCompanyName,FinancialResponsibilityObtained,FinancialResponsibilityBondRatingTest,FinancialResponsibilityCommercialInsurance,FinancialResponsibilityGuarantee,FinancialResponsibilityLetterOfCredit,FinancialResponsibilityLocalGovernmentFinancialTest,FinancialResponsibilityRiskRetentionGroup,FinancialResponsibilitySelfInsuranceFinancialTest,FinancialResponsibilityStateFund,FinancialResponsibilitySuretyBond,FinancialResponsibilityTrustFund,FinancialResponsibilityOtherMethod,USTReportedRelease,AssociatedLUSTID
5004718,TRIANGLE MOTORS,Private,Auto dealership/auto maintenance & repair,,3100 RHODE ISLAND AV NE,,Washington DC,,20018,DC,3,,,38.93484,-76.96495,Geocoded address,LESCO INVESTMENTS,,No,No,No,No,No,No,No,No,No,No,No,,No,
5005272,FORMER IBM,Private,Commercial,,1818 NEW YORK AV NE,,Washington DC,,20002,DC,3,,,38.91769826,-76.97676135,Geocoded address,1818 NY AVENUE LTD PARTNERSHIP,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2014007.0
5005300,PHARMACY,Private,Commercial,,1418 N CAPITOL ST NW,,Washington DC,,20002,DC,3,,,38.90920551,-77.0094495,Geocoded address,GEM PARTNERSHIP,,No,No,No,No,No,No,No,No,No,No,No,,No,
5005449,DRY CLEANERS,Private,Industrial,,207-209 NEW YORK AV NW,,Washington DC,,20001,DC,3,,,38.90588304,-77.0140267,Geocoded address,ANDREW & MYUNG O KIM,,No,No,No,No,No,No,No,No,No,No,No,,No,
6001296,PRIVATE HOME,Private,Residential,,1215 E ST SE,,Washington DC,,20003,DC,3,,,38.88264705,-76.98955846,Geocoded address,JAMES & MARILY BRUCE,,No,No,No,No,No,No,No,No,No,No,No,,No,
6003698,JACK SPICER REAL ESTATE INVESTME,Private,Other,,524 8TH ST SE,,Washington DC,,20003,DC,3,,,38.88183511,-76.99460295,Geocoded address,JACK SPICER REAL ESTATE INVESTME,,No,No,No,No,No,No,No,No,No,No,No,,No,
6005519,GAS STATION,Private,Commercial,,1801 M L KING JR AV SE,,Washington DC,,20020,DC,3,,,38.86807911,-76.98849805,Geocoded address,"CATUCCI, ALLEN & THOMAS",,No,No,No,No,No,No,No,No,No,No,No,,No,
7003932,PATRICIA GIEBEL,Private,Commercial,,1221 KENILWORTH AV NE,,Washington DC,,20019,DC,3,,,38.90622846,-76.93845471,Geocoded address,GEORGE & PATRICIA GIEBEL,,No,No,No,No,No,No,No,No,No,No,No,,Yes,99033.0
7005349,UNKNOWN,Private,Other,,4607 N H BURROUGHS AV NE,,Washington DC,,20019,DC,3,,,38.89919,-76.93593,Geocoded address,ZELLA WORLSEY,,No,No,No,No,No,No,No,No,No,No,No,,No,
8000409,FORMER GREENWOODS TRANSFER.,Private,Industrial,,821 HOWARD RD SE,,Washington DC,,20020,DC,3,,,38.86393804,-76.99792367,Geocoded address,1722-24 CONNECTICUT AV ASSOICATE,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,2001078.0
8004250,E. J. MEWCOMB,Private,Residential,,3125 M L KING JR AV SE,,Washington DC,,20032,DC,3,,,38.84334731,-77.00018914,Geocoded address,IVORINE FORSYTHE,,No,No,No,No,No,No,No,No,No,No,No,,No,
9000034,UNKNOWN,Private,Other,,2117 14TH ST NW,,Washington DC,,20009,DC,3,,,38.91870958,-77.03151424,Geocoded address,GEORGE & LUEY GALICH,,No,No,No,No,No,No,No,No,No,No,No,,No,
9000035,FORMER GAS STATION,Private,Retail fuel sales (non-marina),,2201 14TH ST NW,,Washington DC,,20009,DC,3,,,38.91932886,-77.03166165,Geocoded address,JONATHAN & D FOSTER,,No,No,No,No,No,No,No,No,No,No,No,,No,
9000038,FLIRT SERVICE STATION,Private,Residential,,"17TH & V ST NW 
SE CORNER",,Washington DC,,20009,DC,3,,,38.91811475,-77.03847024,Geocoded address,JEREMY CORPORATION,,No,No,No,No,No,No,No,No,No,No,No,,No,
9000039,GAS STATION,Private,Retail fuel sales (non-marina),,17TH & KALARAMA RD NW,,Washington DC,,20009,DC,3,,,38.92135094,-77.03888874,Geocoded address,1700 KALARAMA LTD PARTNERSHIP,,No,No,No,No,No,No,No,No,No,No,No,,No,
9000052,CARRY PROPERTIES,Private,Retail fuel sales (non-marina),,2221 14TH ST NW,,Washington DC,,20009,DC,3,,,38.91989722,-77.03159318,Geocoded address,MARY C DIDDEN ETAL,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2002040.0
474,GAS STATION,Private,Retail fuel sales (non-marina),,3027 M L KING JR AV SE,,Washington DC,,20032,DC,3,,,38.84427562,-76.99835748,Geocoded address,ST PAUL DAVIS,,No,No,No,No,No,No,No,No,No,No,No,,No,
7002307,TRAK AUTO,Private,Commercial,,3925 MINNESOTA AV NE,,Washington DC,,20019,DC,3,,,38.89409094,-76.94951173,Geocoded address,THE JENCO FOUNDATION INC,,No,No,No,No,No,No,No,No,No,No,No,,No,
246,GEORGETOWN GARAGE,Private,Other,,1258 WISCONSIN AV NW,,Washington DC,,20007,DC,3,,,38.9066199,-77.06317195,Geocoded address,THE JENCO FOUNDATION INC,,No,No,No,No,No,No,No,No,No,No,No,,No,
2003527,DANIEL J PERSON,Private,Other,,1013 2ND ST SE,,Washington DC,,20003,DC,3,,,38.87829,-77.00354,Geocoded address,DANIEL J PERSON,,No,No,No,No,No,No,No,No,No,No,No,,No,
1002742,TEXACO GAS STATION,Private,Retail fuel sales (non-marina),,1801 14TH ST NW,,Washington DC,,20009,DC,3,,,38.91424306,-77.03155528,Geocoded address,DAVOOD ASHRAFI,,No,No,No,No,No,No,No,No,No,No,No,,No,
4000030,METROPOLITAN HEALTH GROUP,Private,Other,,6323 GEORGIA AV NW,,Washington DC,,20011,DC,3,,,38.96690286,-77.02711519,Geocoded address,METROPOLITAN HEALTH GROUP,,No,No,No,No,No,No,No,No,No,No,No,,Yes,95044.0
6005520,ARCH DEVELOPMENT CORPORATION,Private,Other,,1920 M L KING JR AV SE,,Washington DC,,20020,DC,3,,,38.86692866,-76.98859042,Geocoded address,ARCH DEVELOPMENT CORPORATION,,No,No,No,No,No,No,No,No,No,No,No,,No,
1000015,COMPBELL HEIGHTS APARTMENTS,Private,Residential,,2001 15TH ST NW,,Washington DC,,20009,DC,3,,,38.91747217,-77.03417182,Geocoded address,COMPBELL HEIGHTS APARTMENTS,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,95047.0
4000515,711 KENNEDY LLC,Commercial,Commercial,,711 KENNEDY ST NW,,Washington DC,,20011,DC,3,,,38.95656625,-77.02287001,Geocoded address,711 KENNEDY LLC,,Yes,No,No,No,No,No,No,No,No,No,No,,No,
80,1770 G STREET LTD PARTNERSHIP,Private,Commercial,,1728 G ST NW,,Washington DC,,20006,DC,3,,,38.8983,-77.04061,Geocoded address,ROBERT T. FOLEY COMPANY,,No,No,No,No,No,No,No,No,No,No,No,,No,
110,UNKNOWN,Private,Other,,100 I ST SE,,Washington DC,,20003,DC,3,,,38.87959629,-77.00641349,Geocoded address,"ONE GREEN EYE, LLC",,No,No,No,No,No,No,No,No,No,No,No,,Yes,2005042.0
118,EURO K STREET PROPERTIES,Private,Industrial,,"1875 I ST NW 
SUITE #700",,Washington DC,,20006,DC,3,,,38.90152706,-77.04286412,Geocoded address,EURO K STREET PROPERTIES,,No,No,No,No,No,No,No,No,No,No,No,,No,
187,UNKNOWN,Private,Other,,1009 7TH ST NW,,Washington DC,,20001,DC,3,,,38.90327,-77.0216,Geocoded address,THE BUSINESS BANK,,No,No,No,No,No,No,No,No,No,No,No,,No,
215,EM STREET LLC,Private,Commercial,,3309 - 3311 M ST NW,,Washington DC,,20007,DC,3,,,38.90537,-77.06673,Geocoded address,EM STREET LLC,,No,No,No,No,No,No,No,No,No,No,No,,No,
2003971,UNKNOWN,Other,Other,,54 H ST NE,,Washington DC,,20002,DC,3,,,38.90028,-77.00776,Geocoded address,A.G. DEZENDORF,,No,No,No,No,No,No,No,No,No,No,No,,No,
349,OLSON ENTERPRISES,Private,Commercial,,2414 DOUGLAS ST NE,,Washington DC,,20018,DC,3,,,38.9238168,-76.97146108,Geocoded address,2414 DOUGLAS STREET ASSOC L.P.,,No,No,No,No,No,No,No,No,No,No,No,,No,
1002743,SWANN AUTO SALES,Private,Auto dealership/auto maintenance & repair,,1820 14TH ST NW,,Washington DC,,20009,DC,3,,,38.91504537,-77.03244234,Geocoded address,AMLOCK INC,,No,No,No,No,No,No,No,No,No,No,No,,No,
2000104,SALVATION ARMY,Private,Commercial,,438 MASSACHUSETTS AV NW,,Washington DC,,20001,DC,3,,,38.90023266,-77.01727321,Geocoded address,SALVATION ARMY,,No,No,No,No,No,No,No,No,No,No,No,,No,
2000310,FORMER DISTRICT PAVING - ASPHALT,Private,Industrial,,60 P ST SE,,Washington DC,,20003,DC,3,,,38.87279247,-77.00720341,Geocoded address,ROUBIN ASSOCIATES,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,93007.0
9000528,MARTIN & BOYD SPRINGWORK,Private,Commercial,,920 RHODE ISLAND AV NE,,Washington DC,,20018,DC,3,,,38.92256153,-76.99305218,Geocoded address,"MARTIN & BOYD SPRINGWORKS, INC.",,No,No,No,No,No,No,No,No,No,No,No,,Yes,2002015.0
2000543,UNION STATION VENTURE,Private,Commercial,,40 MASSACHUSETTS AV NE,,Washington DC,,20002,DC,3,,,38.89761129,-77.00715347,Geocoded address,UNION STATION VENTURE,,No,No,No,No,No,No,No,No,No,No,No,,No,
2002586,DC FOREIGN CAR SERVICE,Private,Auto dealership/auto maintenance & repair,,31 K ST SE,,Washington DC,,20003,DC,3,,,38.87822143,-77.00789463,Geocoded address,"DILRICO C/O GREENHOOT, INCORPORATED",,No,No,No,No,No,No,No,No,No,No,No,,No,
2002688,FORMER WASHINGTON YACHT CLUB,Private,Commercial,,1020 MAINE AV SW,,Washington DC,,20024,DC,3,,,38.8802,-77.02486,Geocoded address,WASHINGTON YACHT CLUB,,No,No,No,No,No,No,No,No,No,No,No,,No,
2003411,WASHINGTON REAL ESTATE INVEST TRUST,Private,Commercial,,1220 19TH ST NW,,Washington DC,,20036,DC,3,,,38.90663216,-77.04390287,Geocoded address,CSN MANAGEMENT CORPORATION,,No,No,No,No,No,No,No,No,No,No,No,,No,
5001452,25 FLORIDA AVENUE NE,Private,Commercial,,25 FLORIDA AV NE,,Washington DC,,20001,DC,3,,,38.91007385,-77.00788305,Geocoded address,WARREN D BRIL ETAL,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2024003.0
6000942,SUNNY'S CARRYOUT,Private,Commercial,,1301 GOOD HOPE RD SE,,Washington DC,,20020,DC,3,,,38.86685327,-76.9869747,Geocoded address,FEI FEI WONG,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2015031.0
7003934,SQUARE DEAL TRUCKING COMPANY,Private,Bulk plant storage/petroleum distributor,,1325 KENILWORTH AV NE,,Washington DC,,20019,DC,3,,,38.90757513,-76.93712835,Geocoded address,BUSINESS FUND OF FLORIDA,,No,No,No,No,No,No,No,No,No,No,No,,Yes,95037.0
2003015,GEORGE WASHINGTON UNIV HOSPITAL,Private,Hospital (or other medical),,"901 23RD ST NW
ROOM B-100",,Washington DC,,20037,DC,3,,,38.90141049,-77.0494665,Geocoded address,UNIVERSAL HEALTH SERVICES INC OF DC,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,2003068.0
3000737,TENLY TOWER MICROWAVE STATION,Private,Utility,,4623 41ST ST NW,,Washington DC,,20016,DC,3,,,38.95033255,-77.07984078,Geocoded address,AMERICAN TOWER SYSTEMS/MICRONET INC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,2000001.0
1003391,2424 18TH STREET,Private,Commercial,,2424 18TH ST NW,,Washington DC,,20009,DC,3,,,38.9213743,-77.04267114,Geocoded address,2424 18TH STREET LIMITED PARTNERSHIP,,No,No,No,No,No,No,No,No,No,No,No,,No,
7001352,CAPITOL VIEW PLAZA II,Private,Residential,,5929 E CAPITOL ST SE,,Washington DC,,20019,DC,3,,,38.88928221,-76.91494358,Geocoded address,CRAWFORD EDGEWOOD MANAGERS INC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,2004027.0
9000216,GREATER MT. CALVARY CHURCH,Private,Other,,649 RHODE ISLAND AV NE,,Washington DC,,20002,DC,3,,,38.92065,-76.99699,Geocoded address,GREATER MT. CALVARY CHURCH,,No,No,No,No,No,No,No,No,No,No,No,,Yes,97088.0
4000005,FORMER ATONEMENT SEMINARY,Private,Residential,,145 TAYLOR ST NE,,Washington DC,,20017,DC,3,,,38.93976651,-77.00475238,Geocoded address,ARCHDIOCESE OF WASHINGTON,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,2004014.0
5000026,VACANT PROPERTY,Private,Industrial,,2266 25TH PL NE,,Washington DC,,20018,DC,3,,,38.92186462,-76.97189395,Geocoded address,TONY CHENG,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,90081.0
9000272,WAREHOUSE,Private,Commercial,,663 TAYLOR ST NE,,Washington DC,,20017,DC,3,,,38.93835521,-76.99600945,Geocoded address,GRANT COHEN,,No,No,No,No,No,No,No,No,No,No,No,,No,
6000604,DPW - FLEET MANAGEMENT,Private,Other,,1801 MINNESOTA AV SE,,Washington DC,,20020,DC,3,,,38.86912341,-76.97859922,Geocoded address,DC WATER DEPT OF OCCUPATIONAL SAFETY & HEALTH,,No,No,No,No,No,No,No,No,No,No,No,,No,
8005259,WASA - BLUE PLAINS ADVANCED WASTEWATER TREATMENT PLANT,Private,Utility,,5000 OVERLOOK AV SW,,Washington DC,,20032,DC,3,,,38.8204322,-77.01847085,Geocoded address,DC WATER DEPT OF OCCUPATIONAL SAFETY & HEALTH,WALT  BAILEY,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,99057.0
9000321,FAA SITE #23 FT RENO,Private,Utility,,3900 DONALDSON PL NW,,Washington DC,,20016,DC,3,,,38.95316388,-77.07832386,Geocoded address,DC WATER DEPT OF OCCUPATIONAL SAFETY & HEALTH,,No,No,No,No,No,No,No,No,No,No,No,,No,
9000809,WASA - SWIRL FACILITY,Private,Utility,,1900 MASSACHUSETTS AV SE,,Washington DC,,20003,DC,3,,,38.88532065,-76.97520577,,DC WATER DEPT OF OCCUPATIONAL SAFETY & HEALTH,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
9000364,LATROBE APARTMENTS,Private,Residential,,1325 15TH ST NW,,Washington DC,,20005,DC,3,,,38.90859271,-77.03428056,Geocoded address,AIMCO,,No,No,No,No,No,No,No,No,No,No,No,,Yes,99054.0
9000402,8 DECATUR,Private,Unknown,,8 DECATUR ST NW,,Washington DC,,20011,DC,3,,,38.94826,-77.02713,Geocoded address,DOUGLAS DEVELOPMENT CORP,,No,No,No,No,No,No,No,No,No,No,No,,No,
9000403,10 DECATUR STREET,Private,Unknown,,10 DECATUR ST NE,,Washington DC,,20011,DC,3,,,38.94826,-77.02713,Geocoded address,DOUGLAS DEVELOPMENT CORP,,No,No,No,No,No,No,No,No,No,No,No,,No,
9000404,16 DECATUR STREET,Private,Unknown,,16 DECATUR ST NE,,Washington DC,,20011,DC,3,,,38.94826,-77.02713,Geocoded address,DOUGLAS DEVELOPMENT CORP,,No,No,No,No,No,No,No,No,No,No,No,,No,
9000405,CRUSTY PIE CO,Private,Commercial,,30 O STNE,,Washington DC,,20002,DC,3,,,38.90859,-77.00611,Geocoded address,DOUGLAS DEVELOPMENT CORP,,No,No,No,No,No,No,No,No,No,No,No,,No,
9000407,1418 FIRST STREET,Private,Auto dealership/auto maintenance & repair,,1418 FIRST ST NE,,Washington DC,,20002,DC,3,,,38.90871,-77.00589,Geocoded address,DOUGLAS DEVELOPMENT CORP,,No,No,No,No,No,No,No,No,No,No,No,,No,
9000409,ABANDONED SERVICE STATION,Private,Unknown,,1415 NORTH CAPITOL ST NE,,Washington DC,,20011,DC,3,,,38.90913,-77.00897,Geocoded address,DOUGLAS DEVELOPMENT CORP,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2000023.0
4000006,FORMER MARIST SEMINARY,Private,Residential,,220 TAYLOR ST NE,,Washington DC,,20011,DC,3,,,38.94135174,-77.0036704,Geocoded address,WBP LEASING LLC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
2003625,AMERICAN NEWS COMPANY,Private,Commercial,,1121 5TH ST NW,,Washington DC,,20001,DC,3,,,38.90482122,-77.01857709,Geocoded address,RUSCOT LIMITED PARTNERSHIP,,No,No,No,No,No,No,No,No,No,No,No,,No,
9000377,2001 K ST NW,Private,Other,,2001 K ST NW,,Washington DC,,20036,DC,3,,,38.90336074,-77.04541446,Geocoded address,MR PORTER DAWSON,,No,No,No,No,No,No,No,No,No,No,No,,Yes,96032.0
9000395,MILLENIUM GEORGETOWN DEVELOPMENT,Private,Commercial,,1003 WISCONSIN AV NW,,Washington DC,,20007,DC,3,,,38.90284164,-77.06245728,Geocoded address,MILLENIUM GROUP,,No,No,No,No,No,No,No,No,No,No,No,,Yes,99111.0
9000401,JIMMY'S TIRE AND AUTO,Private,Commercial,,100 K ST NE,,Washington DC,,20032,DC,3,,,38.90278587,-77.00547634,Geocoded address,RICHARD COLBURN,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2011008.0
9000413,NORMAN FARQUAR,Private,Residential,,2425 KALORAMA RD NW,,Washington DC,,20008,DC,3,,,38.91813212,-77.05399161,Geocoded address,NORMAN FERGUAR,,No,No,No,No,No,No,No,No,No,No,No,,No,
9000419,7 - 11 NEW YORK AV NE,Private,Commercial,,"7 - 11 NEW YORK AV NE
7 NEW YORK AV NE",,Washington DC,,20002,DC,3,,,38.90742214,-77.00812384,Geocoded address,YOUNG KIM,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2000027.0
2004153,DISABLED AMERICAN VETERANS,Private,Other,,807 MAINE AV SW,,Washington DC,,20024,DC,3,,,38.87914754,-77.02269964,Geocoded address,DISABLED AMERICAN VETERANS,,No,No,No,No,No,No,No,No,No,No,No,,No,
5001369,GUTHRIE PROPERTIES,Private,Industrial,,2417 EVARTS ST NE,,Washington DC,,20018,DC,3,,,38.92425377,-76.97136449,Geocoded address,GUTHRIE PROPERTIES,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2012001.0
9000489,OTTO PAUL,Private,Other,,2015 5TH ST NE,,Washington DC,,20000,DC,3,,,38.91676,-76.9995,Geocoded address,OTTO PAUL,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2001041.0
3001819,SL 4000 CONNECTICUT LLC,Private,Commercial,,"3400 INTERNATIONAL DR NW
POD 2L",,Washington DC,,20008,DC,3,,,38.94178312,-77.06439951,,SL 4000 CONNECTICUT LLC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
6000243,GOOD HOPE SERVICES INC,Private,Retail fuel sales (non-marina),,2713 GOOD HOPE RD SE,,Washington DC,,20020,DC,3,,,38.86012715,-76.96860242,,GOOD HOPE SERVICES INC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,99065.0
9000546,JEFFERSON @ PENN QUARTERS,Private,Residential,,443 7TH ST NW,,Washington DC,,20004,DC,3,,,38.89596871,-77.02169437,Geocoded address,JEFFERSON & PENN QUARTERS,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2002034.0
9000557,140 M STREET,Private,Auto dealership/auto maintenance & repair,,140 M ST SE,,Washington DC,,20003,DC,3,,,38.87675227,-77.0038789,Geocoded address,SQUARE 742 LLC,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,2002043.0
2000609,BUZZARD POINT GENERATING STATION,Private,Utility,,1ST & V ST SW,,Washington DC,,20024,DC,3,,,38.86462855,-77.01218422,Geocoded address,PEPCO ENERGY SERVICES INC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,91071.0
9000583,ELLINGTON PLAZA APARTMENTS,Private,Residential,,1301 U ST NW,,Washington DC,,20009,DC,3,,,38.91728599,-77.03051814,Geocoded address,ELLINGTON PLAZA APARTMENTS,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2002076.0
9000596,RLRAC - PARCEL 11,Private,Other,,2501 14TH ST NW,,Washington DC,,20000,DC,3,,,38.92243,-77.03199,Geocoded address,RLRAC,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2002073.0
9000607,TRUSTEES FOR HARVARD UNIVERSITY,Private,School,,1703 32ND ST NW,,Washington DC,,20007,DC,3,,,38.91413257,-77.06404673,Geocoded address,TRUSTEE FOR HARVARD UNIVERSITY,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2003083.0
9000609,KARA JOEL LLC,Private,Commercial,,407 FLORIDA AV NE,,Washington DC,,20002,DC,3,,,38.90707,-77.00031,Geocoded address,KARA JOEL LLC,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2003110.0
22,FORMER AMOCO STATION,Private,Retail fuel sales (non-marina),,2337 CHAMPLAIN ST NW,,Washington DC,,20009,DC,3,,,38.92150832,-77.04099416,Geocoded address,2337 CHAMPLAIN ST NW,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2015020.0
9000636,HILL AUTO,Private,Auto dealership/auto maintenance & repair,,712 E ST SE,,Washington DC,,20003,DC,3,,,38.8829993,-76.99551649,Geocoded address,HAMID H MOUMENIAN,,No,No,No,No,No,No,No,No,No,No,No,,No,
9000648,1220 13TH STREET,Private,Unknown,,1220 13TH ST NW,,Washington DC,,20005,DC,3,,,38.90622646,-77.03011934,Geocoded address,JEFFERSON AT LOGAN CIRCLE LLP,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2003076.0
7000102,1535 KENILWORTH AVE LLC,Private,Retail fuel sales (non-marina),,1535 KENILWORTH AV NE,,Washington DC,,20019,DC,3,,,38.910561,-76.9349174,Geocoded address,1535 KENILWORTH AVE LLC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,90004.0
2000022,LOGIN CIV BP,Private,Retail fuel sales (non-marina),,"1301 13TH ST NW
1231 N ST NW",,Washington DC,,20005,DC,3,,,38.90749683,-77.02935778,Geocoded address,1301 13TH STREET LLC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,92051.0
1000109,PARK ROAD BP,Private,Retail fuel sales (non-marina),,3426 GEORGIA AV NW,,Washington DC,,20010,DC,3,,,38.93274213,-77.02422966,,3426 GEORGIA AVE LLC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,91067.0
9000726,ELLIS DENNING LOFTS LLC,Private,Auto dealership/auto maintenance & repair,,1219 13TH ST NW,,Washington DC,,20000,DC,3,,,38.90631188,-77.02897199,Geocoded address,ELLIS DENNING LOFTS LLC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
9000740,WUSA - SAIL CHARTER SCHOOL,Private,Other,,1238 9TH ST NW,,Washington DC,,20001,DC,3,,,38.90670818,-77.02456059,Geocoded address,WUSA SAIL CHARTER SCHOOL,,No,No,No,No,No,No,No,No,No,No,No,,No,
8000324,SOUTH CAPITOL STREET LIBERTY LLC,Private,Retail fuel sales (non-marina),,3900 M L KING JR AV SW,,Washington DC,,20032,DC,3,,,38.83241171,-77.00876166,Geocoded address,SOUTH CAPITOL STREET LIBERTY LLC,,Yes,No,No,Yes,No,No,No,Yes,No,No,No,,Yes,87017.0
6000682,BULTENFIELD HOUSE,Private,Retail fuel sales (non-marina),,1022 PENNSYLVANIA AV SE,,Washington DC,,20003,DC,3,,,38.88323431,-76.99189851,Geocoded address,1022 PENNSYLVANIA LLC,,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Other Finance,Yes,2001048.0
3000685,VAN NESS,Private,Retail fuel sales (non-marina),,4225 CONNECTICUT AV NW,,Washington DC,,20008,DC,3,,,38.94400563,-77.06293873,Geocoded address,LP MAPP PROPERTIES LLC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Other Finance,Yes,2010006.0
9000805,HIMMEFARB PROPERTIES INC,Private,Other,,4101 13TH ST NW,,Washington DC,,20012,DC,3,,,38.94110318,-77.02935928,Geocoded address,HIMMERBARB PROPERTIES INC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
4003801,CASA DEL ALFARED,Private,Commercial,,4121 13TH ST NW,,Washington DC,,20012,DC,3,,,38.94138857,-77.02929884,Geocoded address,HIMMERBARB PROPERTIES INC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
9000830,DAYCARE,Private,Unknown,,5507 LONGFELLOW ST NW,,Washington DC,,20011,DC,3,,,38.9570947,-77.02368161,Geocoded address,DBT DEVELOPMENT GROUP LLC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,2009024.0
9000842,GEORGETOWN UNIVERSITY HOSPITAL - MEDSTAR,Private,Hospital (or other medical),,3800 RESERVOIR RD NW,,Washington DC,,20007,DC,3,,,38.91201376,-77.07530401,Geocoded address,GEORGETOWN UNIV HOSPITAL - MEDSTAR HEALTH,,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,2016010.0
9000861,PROGRESSION PLACE,Private,Other,,1837 7TH ST NW,,Washington DC,,20001,DC,3,,,38.91500128,-77.02170051,Geocoded address,BROADCAST RESIDENTIAL PARTNERS LLC,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2011005.0
5005127,DC FACILITY 5000410,Private,Commercial,,1356 OKIE ST NE,,Washington DC,,20002,DC,3,,,38.91463387,-76.98555198,Geocoded address,CHARLES H DIEDRICH,,No,No,No,No,No,No,No,No,No,No,No,,No,
5005286,3600 NY PROPERTIES LLC,Private,Industrial,,3600 NEW YORK AV NE,,Washington DC,,20002,DC,3,,,38.91702746,-76.95503196,Geocoded address,3600 NY PROPERTIES LLC,,No,No,No,No,No,No,No,No,No,No,No,,No,
9000900,BYT AUTO SERVICE,Private,Other,,1630 14TH ST NW,,Washington DC,,20009,DC,3,,,38.91227866,-77.03235495,Geocoded address,POWELL FAMILY LLC,,No,No,No,No,No,No,No,No,No,No,No,,No,
2000706,GRAHAM HOLDINGS COMPANY,Private,Industrial,,NW PLANT - 1150 15TH ST NW,,Washington DC,,20005,DC,3,,,38.9044,-77.03493,Geocoded address,1100 15TH STREET LLC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,91065.0
5000535,NJ AVENUE MARATHON 224341,Private,Retail fuel sales (non-marina),,1739 NEW JERSEY AV NW,,Washington DC,,20001,DC,3,,,38.91366068,-77.01730021,,PETROMORE INC,,Yes,No,No,No,No,No,No,Yes,No,Yes,No,,Yes,94071.0
7000099,FT DUPONT BP,Private,Retail fuel sales (non-marina),,4101 ALABAMA AV SE,,Washington DC,,20019,DC,3,,,38.87018008,-76.94438427,,PMG MID ATLANTIC LLC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,2001051.0
9000934,K STREET LLC,Private,Residential,,1215 K ST NE,,Washington DC,,20002,DC,3,,,38.9022727,-76.98968863,Geocoded address,K STREET LLC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
4005532,GULF REFINING COMPANY,Other,Retail fuel sales (non-marina),,150 KENNEDY ST NE,,Washington DC,,20011,DC,3,,,38.9566,-77.00609,Geocoded address,UNKNOWN,,No,No,No,No,No,No,No,No,No,No,No,,No,
